id,atomic_signal_id,family,old_tag,new_tag
1334,COG_ABS_010,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1335,COG_ABS_011,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1336,COG_ABS_012,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
7261,RES_COP_002,coping_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1337,COG_ABS_013,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1338,COG_ABS_014,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1339,COG_ABS_015,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1340,COG_ABS_016,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1341,COG_ABS_017,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1342,COG_ABS_018,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1343,COG_ABS_019,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
825,ATM_CLAR_025,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1344,COG_ABS_020,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1345,COG_ABS_021,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1346,COG_ABS_022,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1347,COG_ABS_023,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1348,COG_ABS_024,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1349,COG_ABS_025,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1350,COG_ABS_026,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1351,COG_ABS_027,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1352,COG_ABS_028,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1353,COG_ABS_029,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1354,COG_ABS_030,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1355,COG_ABS_031,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1356,COG_ABS_032,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1357,COG_ABS_033,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1358,COG_ABS_034,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1359,COG_ABS_035,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1360,COG_ABS_036,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1361,COG_ABS_037,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1362,COG_ABS_038,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1363,COG_ABS_039,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1364,COG_ABS_040,abstraction_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1365,COG_SPD_001,cognitive_speed_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1366,COG_SPD_002,cognitive_speed_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
801,ATM_CLAR_001,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
802,ATM_CLAR_002,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
803,ATM_CLAR_003,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
805,ATM_CLAR_005,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
806,ATM_CLAR_006,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
809,ATM_CLAR_009,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
810,ATM_CLAR_010,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
811,ATM_CLAR_011,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
813,ATM_CLAR_013,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
815,ATM_CLAR_015,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
816,ATM_CLAR_016,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
818,ATM_CLAR_018,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
820,ATM_CLAR_020,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
821,ATM_CLAR_021,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
823,ATM_CLAR_023,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
827,ATM_CLAR_027,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
828,ATM_CLAR_028,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
830,ATM_CLAR_030,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
831,ATM_CLAR_031,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
833,ATM_CLAR_033,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
834,ATM_CLAR_034,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
836,ATM_CLAR_036,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
838,ATM_CLAR_038,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
840,ATM_CLAR_040,clarity_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1367,COG_SPD_003,cognitive_speed_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1368,COG_SPD_004,cognitive_speed_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1369,COG_SPD_005,cognitive_speed_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
881,ATM_DEC_001,decision_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1370,COG_SPD_006,cognitive_speed_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
885,ATM_DEC_005,decision_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
887,ATM_DEC_007,decision_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
889,ATM_DEC_009,decision_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
1371,COG_SPD_007,cognitive_speed_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
892,ATM_DEC_012,decision_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
894,ATM_DEC_014,decision_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
896,ATM_DEC_016,decision_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
898,ATM_DEC_018,decision_signals,GENERAL_CONCERN,STRENGTH_SIGNAL
